customer_key,customer_number,customer_name,age,customer_segment,last_order_date,recency,total_orders,total_sales,Avg_order_value,Avg_monthly_spends,total_quantity,total_products,lifespan
3186,AW00014185,Frank Vazquez,68,VIP,2013-07-31,153,4,9524,2381,2381,13,12,16
3187,AW00014186,Katrina Tang,69,VIP,2013-08-12,152,4,9796,2449,2449,10,10,17
3188,AW00014187,Eugene Lu,68,NEW,2013-12-07,148,1,37,37,37,2,2,0
3189,AW00014188,Meagan Sanchez,69,NEW,2013-07-20,153,1,33,33,33,1,1,0
3190,AW00014189,Krista Martin,69,VIP,2013-06-10,154,3,8317,2772,2772,4,4,22
3191,AW00014190,Candace Patel,70,NEW,2013-07-16,153,1,37,37,37,2,2,0
3192,AW00014191,Derrick Martin,64,VIP,2013-07-15,153,3,8301,2767,2767,5,5,27
3193,AW00014192,Ronald Kapoor,70,VIP,2013-08-03,152,4,9452,2363,2363,10,10,17
3194,AW00014193,Pamela Vance,70,NEW,2013-05-23,155,1,37,37,37,2,2,0
3195,AW00014194,Cassie Rai,71,NEW,2013-09-27,151,2,169,84,84,7,6,6
3196,AW00014195,Clinton Blanco,71,VIP,2013-08-04,152,3,8316,2772,2772,7,7,28
3197,AW00014196,Felicia Dominguez,70,NEW,2014-01-08,147,2,138,69,69,6,6,9
3198,AW00014197,Frank Gill,66,NEW,2013-10-08,150,1,107,107,107,3,3,0
3199,AW00014198,Daisy Romero,71,VIP,2013-06-07,154,3,8308,2769,2769,7,7,22
3200,AW00014199,Samuel Anderson,72,NEW,2013-08-24,152,2,119,59,59,6,6,2
3201,AW00014200,Colleen Goel,72,VIP,2013-09-28,151,4,9422,2355,2355,10,10,18
3202,AW00014201,Marie Serrano,73,NEW,2013-11-14,149,1,33,33,33,1,1,0
3203,AW00014202,Clayton Zeng,72,NEW,2013-04-28,156,1,33,33,33,1,1,0
3204,AW00014203,Seth Rodriguez,74,VIP,2013-08-31,152,3,7082,2360,2360,9,9,17
3205,AW00014204,Chelsea Sara,57,NEW,2013-01-28,159,1,72,72,72,3,3,0
3206,AW00014205,Wesley Wu,74,NEW,2013-03-19,157,1,33,33,33,1,1,0
3207,AW00014206,Edwin West,73,NEW,2014-01-09,147,1,157,157,157,3,3,0
3208,AW00014207,JosÔö£┬« Saraiva,73,VIP,2013-06-17,154,3,8361,2787,2787,6,6,21
3209,AW00014208,Eugene Xu,73,NEW,2013-07-18,153,2,117,58,58,7,7,5
3210,AW00014209,Craig Ramos,46,NEW,2013-11-10,149,3,194,64,64,4,4,9
3211,AW00014210,Jenny Tang,44,VIP,2013-08-28,152,3,5621,1873,1873,5,5,12
3212,AW00014211,Emma Bradley,40,VIP,2013-08-05,152,3,5663,1887,1887,7,7,12
3213,AW00014212,Erick Madan,46,NEW,2013-06-08,154,2,82,41,41,4,4,1
3214,AW00014213,Autumn Guo,45,NEW,2013-11-11,149,2,86,43,43,4,4,6
3215,AW00014214,Robyn Munoz,46,VIP,2013-08-04,152,3,5760,1920,1920,7,7,12
3216,AW00014215,Stacey Yang,46,NEW,2013-07-31,153,3,5666,1888,1888,8,8,11
3217,AW00014216,Edwin Zheng,41,VIP,2013-08-03,152,3,5654,1884,1884,5,4,12
3218,AW00014217,Terrance Lopez,41,NEW,2013-07-04,153,2,139,69,69,5,5,4
3219,AW00014218,Karl Kumar,41,VIP,2013-08-18,152,3,5652,1884,1884,9,8,12
3220,AW00014219,Christy Ye,46,VIP,2013-08-27,152,3,5744,1914,1914,8,8,12
3221,AW00014220,Latasha Romero,41,VIP,2013-08-20,152,3,5696,1898,1898,9,8,12
3222,AW00014221,Glenn Zhao,49,NEW,2013-08-28,152,2,82,41,41,4,4,5
3223,AW00014222,Dawn Zhang,43,NEW,2013-12-14,148,2,82,41,41,4,4,4
3224,AW00014223,Larry Rubio,43,NEW,2013-06-17,154,2,156,78,156,5,5,0
3225,AW00014224,Tamara She,42,NEW,2013-08-02,152,3,5621,1873,1873,5,5,11
3226,AW00014225,Alisha Chen,49,VIP,2013-08-26,152,3,5604,1868,1868,5,5,12
3227,AW00014226,Heidi Mehta,48,VIP,2013-09-06,151,3,5656,1885,1885,6,6,12
3228,AW00014227,Alison Xu,43,NEW,2013-12-12,148,2,115,57,57,4,4,10
3229,AW00014228,Arturo Raje,49,NEW,2014-01-08,147,2,75,37,37,2,2,9
3230,AW00014229,Allen Perez,49,NEW,2013-11-06,149,2,75,37,37,2,2,6
3231,AW00014230,Luis Coleman,49,VIP,2013-09-26,151,3,5662,1887,1887,7,7,12
3232,AW00014231,Kari Sai,48,NEW,2013-07-25,153,2,84,42,42,3,3,5
3233,AW00014232,Omar Huang,44,NEW,2013-05-12,155,2,77,38,38,3,3,2
3234,AW00014233,Ricardo She,50,NEW,2013-07-26,153,2,79,39,79,3,3,0
3235,AW00014234,Gina Romero,51,VIP,2013-09-22,151,3,5687,1895,1895,6,6,13
3236,AW00014235,Larry Alvarez,45,VIP,2013-10-14,150,3,5682,1894,1894,8,8,13
3237,AW00014236,Abigail Richardson,45,VIP,2013-10-26,150,3,5710,1903,1903,7,7,13
3238,AW00014237,Kate Andersen,45,NEW,2013-08-11,152,2,90,45,45,5,5,4
3239,AW00014238,Jay Gonzalez,51,VIP,2013-10-20,150,3,5643,1881,1881,7,7,13
3240,AW00014239,Maria Peterson,80,REGULAR,2013-06-02,154,2,3295,1647,1647,2,2,13
3241,AW00014240,Caroline Foster,80,REGULAR,2013-06-27,154,2,3391,1695,1695,6,6,13
3242,AW00014241,Grace Wood,79,NEW,2013-07-31,153,1,85,85,85,3,3,0
3243,AW00014242,Rafael Ye,79,REGULAR,2013-06-03,154,2,3351,1675,1675,4,4,12
3244,AW00014243,Gregory Winston,73,NEW,2013-04-06,156,1,72,72,72,2,2,0
3245,AW00014244,Jennifer Griffin,68,NEW,2013-12-20,148,3,155,51,51,5,5,8
3246,AW00014245,Ana Russell,78,NEW,2013-01-30,159,1,57,57,57,2,2,0
3247,AW00014246,Devin Garcia,73,NEW,2013-03-02,157,1,72,72,72,2,2,0
3248,AW00014247,Hunter Allen,79,NEW,2014-01-10,147,1,81,81,81,3,3,0
3249,AW00014248,Misty Tang,79,NEW,2013-09-24,151,1,57,57,57,2,2,0
3250,AW00014249,Eduardo Thomas,79,NEW,2013-05-30,155,1,96,96,96,3,3,0
3251,AW00014250,Adam Collins,78,NEW,2013-08-30,152,1,31,31,31,2,2,0
3252,AW00014251,Alex Brooks,78,NEW,2013-11-06,149,1,72,72,72,2,2,0
3253,AW00014252,Destiny Cook,78,NEW,2013-12-20,148,1,96,96,96,3,3,0
3254,AW00014253,Eduardo Scott,77,REGULAR,2013-06-11,154,2,3394,1697,1697,6,6,12
3255,AW00014254,Tabitha Gill,77,NEW,2013-07-02,153,1,81,81,81,3,3,0
3256,AW00014255,Jonathan Jackson,78,REGULAR,2013-06-11,154,2,3379,1689,1689,4,4,12
3257,AW00014256,Elizabeth Robinson,78,REGULAR,2013-06-10,154,2,3342,1671,1671,3,3,12
3258,AW00014257,James Carter,78,NEW,2013-08-19,152,1,86,86,86,2,2,0
3259,AW00014258,Haley Foster,76,NEW,2014-01-24,147,1,81,81,81,3,3,0
3260,AW00014259,Antonio Flores,68,REGULAR,2013-09-14,151,3,3630,1210,1210,4,4,12
3261,AW00014260,Frank Ruiz,67,REGULAR,2013-09-01,151,3,3715,1238,1238,6,6,12
3262,AW00014261,Meredith Subram,68,VIP,2013-11-16,149,3,5654,1884,1884,5,5,14
3263,AW00014262,Jon He,62,VIP,2013-12-07,148,3,5652,1884,1884,6,6,15
3264,AW00014263,Nina Lal,67,VIP,2013-12-11,148,3,5648,1882,1882,5,4,15
3265,AW00014264,Karl Lal,67,VIP,2013-09-03,151,3,5217,1739,1739,7,7,12
3266,AW00014265,Garrett Bell,46,NEW,2014-01-05,147,5,215,43,43,9,9,6
3267,AW00014266,Cory Patel,46,NEW,2013-02-27,158,1,57,57,57,2,2,0
3268,AW00014267,Lauren Wood,45,REGULAR,2013-10-12,150,2,2786,1393,1393,4,4,16
3269,AW00014268,Isabella Roberts,40,REGULAR,2013-10-27,150,2,2736,1368,1368,3,3,16
3270,AW00014269,Tony She,45,NEW,2013-09-23,151,1,86,86,86,2,2,0
3271,AW00014270,James Ross,46,NEW,2013-05-11,155,2,1793,896,896,4,4,11
3272,AW00014271,Lucas Wright,47,NEW,2013-03-08,157,1,22,22,22,1,1,0
3273,AW00014272,Sydney Ward,47,REGULAR,2013-10-11,150,2,2765,1382,1382,5,5,16
3274,AW00014273,Angel Parker,42,NEW,2013-09-06,151,1,72,72,72,2,2,0
3275,AW00014274,Edward Williams,44,NEW,2013-12-29,148,3,122,40,40,6,6,8
3276,AW00014275,Arthur Prasad,66,VIP,2013-09-26,151,3,5158,1719,1719,6,6,12
3277,AW00014276,Melody Suarez,65,NEW,2013-08-29,152,3,5258,1752,1752,11,8,11
3278,AW00014277,Jerry She,59,VIP,2013-09-06,151,3,5196,1732,1732,5,5,12
3279,AW00014278,Olivia Sanchez,57,NEW,2013-08-24,152,2,178,89,89,5,5,1
3280,AW00014279,Taylor Barnes,57,VIP,2013-09-24,151,3,5137,1712,1712,7,6,12
3281,AW00014280,Isaac Oliver,48,NEW,2013-04-20,156,1,57,57,57,2,2,0
3282,AW00014281,Daniel Wilson,47,NEW,2013-09-14,151,2,4746,2373,2373,7,7,4
3283,AW00014282,Brianna Lewis,47,NEW,2014-01-09,147,5,195,39,39,9,9,10
3284,AW00014283,Seth Simmons,41,NEW,2013-05-23,155,2,1799,899,899,3,3,11
3285,AW00014284,Wyatt Anderson,47,NEW,2013-05-20,155,2,1769,884,884,2,2,11
3286,AW00014285,Taylor Hughes,41,REGULAR,2013-05-07,155,2,1804,902,902,3,3,12
3287,AW00014286,Kristine Hernandez,62,VIP,2013-09-03,151,3,5234,1744,1744,7,7,12
3288,AW00014287,Derek Xie,50,NEW,2013-08-29,152,3,5141,1713,1713,4,4,11
3289,AW00014288,Christina Ramirez,55,REGULAR,2013-06-17,154,2,3351,1675,1675,4,4,13
3290,AW00014289,Jessica Martinez,54,REGULAR,2013-06-12,154,2,3376,1688,1688,5,5,12
3291,AW00014290,Jonathan Wilson,64,NEW,2013-06-23,154,2,3377,1688,1688,4,4,11
3292,AW00014291,Tyler White,63,NEW,2013-08-16,152,3,259,86,86,8,8,7
3293,AW00014292,Isabella Ross,58,NEW,2013-06-26,154,2,3319,1659,1659,4,4,11
3294,AW00014293,Kyle Campbell,64,NEW,2013-08-18,152,1,46,46,46,2,2,0
3295,AW00014294,Steven Gray,63,NEW,2013-04-25,156,1,81,81,81,3,3,0
3296,AW00014295,Hannah Thomas,63,NEW,2013-05-28,155,1,57,57,57,2,2,0
3297,AW00014296,Benjamin Russell,64,NEW,2013-05-28,155,1,46,46,46,4,4,0
3298,AW00014297,Kristin Raji,64,NEW,2013-06-28,154,2,3335,1667,1667,4,4,11
3299,AW00014298,Kaitlyn Jenkins,63,NEW,2013-06-21,154,2,3365,1682,1682,5,5,11
3300,AW00014299,Jermaine Chandra,54,VIP,2013-09-05,151,3,5108,1702,1702,3,3,12
3301,AW00014300,Colin He,54,VIP,2013-09-28,151,3,5322,1774,1774,8,8,12
3302,AW00014301,Ruben Vazquez,59,VIP,2013-09-21,151,3,5142,1714,1714,4,4,12
3303,AW00014302,April Beck,58,VIP,2013-09-10,151,3,5140,1713,1713,5,5,13
3304,AW00014303,Briana Ramos,59,REGULAR,2013-09-20,151,3,3636,1212,1212,5,5,12
3305,AW00014304,Jacquelyn Jimenez,53,REGULAR,2013-10-21,150,3,3595,1198,1198,4,4,13
3306,AW00014305,Brendan Shen,58,REGULAR,2013-10-05,150,3,3651,1217,1217,7,7,13
3307,AW00014306,Byron Ramos,60,REGULAR,2013-10-01,150,3,3652,1217,1217,6,6,13
3308,AW00014307,Ross Perez,60,NEW,2013-07-15,153,3,196,65,65,5,5,5
3309,AW00014308,Marie Ramos,43,VIP,2013-09-06,151,3,5140,1713,1713,7,6,12
3310,AW00014309,Orlando Sanz,55,NEW,2013-11-04,149,2,99,49,49,3,3,9
3311,AW00014310,Jon Zeng,49,VIP,2013-09-15,151,3,5200,1733,1733,9,8,12
3312,AW00014311,Erik Alvarez,44,NEW,2013-08-11,152,2,138,69,69,5,5,5
3313,AW00014312,Claudia Lin,60,NEW,2013-08-04,152,3,191,63,63,4,4,6
3314,AW00014313,Christian Smith,60,NEW,2013-11-21,149,3,223,74,74,7,7,3
3315,AW00014314,Katherine Cooper,56,NEW,2013-08-09,152,2,123,61,61,5,5,2
3316,AW00014315,Carl Chander,56,NEW,2013-10-05,150,2,109,54,54,5,5,6
3317,AW00014316,Leonard Anand,59,REGULAR,2013-10-25,150,3,3796,1265,1265,10,9,14
3318,AW00014317,Steve Liang,58,NEW,2013-11-08,149,2,81,40,40,4,4,9
3319,AW00014318,Seth Rogers,58,NEW,2013-08-25,152,2,138,69,69,5,5,5
3320,AW00014319,Renee Sanz,58,NEW,2013-12-05,148,2,138,69,69,5,5,5
3321,AW00014320,Amy Hu,54,NEW,2013-09-18,151,2,262,131,131,6,6,2
3322,AW00014321,Jackson Evans,57,NEW,2014-01-25,147,2,77,38,38,3,3,2
3323,AW00014322,Sydney Thomas,62,VIP,2013-09-09,151,3,5111,1703,1703,3,3,13
3324,AW00014323,Colin Tang,63,VIP,2013-09-24,151,3,5221,1740,1740,7,7,12
3325,AW00014324,Jessie Alvarez,64,VIP,2013-09-16,151,3,5121,1707,1707,4,3,12
3326,AW00014325,Crystal Li,63,VIP,2013-10-18,150,3,5152,1717,1717,7,6,13
3327,AW00014326,Joe Perez,64,VIP,2013-10-13,150,3,5207,1735,1735,8,8,13
3328,AW00014327,Kyle Butler,45,NEW,2013-11-18,149,1,32,32,32,3,3,0
3329,AW00014328,Andrea Rogers,44,NEW,2013-10-03,150,5,308,61,61,15,14,8
3330,AW00014329,Holly Sanchez,45,NEW,2013-01-28,159,1,92,92,92,4,4,0
3331,AW00014330,Matthew Harris,44,NEW,2013-05-14,155,1,806,806,806,4,4,0
3332,AW00014331,Timothy Murphy,41,NEW,2013-09-23,151,1,57,57,57,2,2,0
3333,AW00014332,Jade Rogers,41,NEW,2013-08-30,152,4,102,25,25,6,6,2
3334,AW00014333,Bobby Suri,41,NEW,2013-11-27,149,1,81,81,81,3,3,0
3335,AW00014334,Patrick Murphy,40,NEW,2013-05-12,155,2,1848,924,924,4,4,10
3336,AW00014335,Allison Cox,42,NEW,2013-05-29,155,2,1804,902,902,3,3,11
3337,AW00014336,Gabriel Baker,42,NEW,2013-05-14,155,2,1893,946,946,4,4,10
3338,AW00014337,Olivia Coleman,43,NEW,2013-05-13,155,2,1814,907,907,6,6,9
3339,AW00014338,Natalie Taylor,43,NEW,2013-05-17,155,1,828,828,828,5,5,0
3340,AW00014339,Brandy Suri,43,NEW,2013-02-12,158,1,72,72,72,4,4,0
3341,AW00014340,Miranda Butler,44,NEW,2014-01-05,147,1,22,22,22,1,1,0
3342,AW00014341,Sean Sanders,41,NEW,2014-01-22,147,4,244,61,61,14,14,6
3343,AW00014342,Beth Ruiz,42,NEW,2013-05-20,155,2,1804,902,902,3,3,10
3344,AW00014343,Xavier Turner,41,NEW,2013-05-01,155,2,1839,919,919,3,3,9
3345,AW00014344,Kurt Xie,81,NEW,2013-12-22,148,2,127,63,63,5,5,8
3346,AW00014345,Kristi Rodriguez,81,REGULAR,2013-12-17,148,3,3639,1213,1213,5,5,16
3347,AW00014346,Evelyn Perez,80,REGULAR,2013-12-01,148,3,3582,1194,1194,3,3,15
3348,AW00014347,Tara Goel,80,NEW,2013-07-16,153,2,2899,1449,1449,4,4,10
3349,AW00014348,Alex Scott,78,NEW,2013-07-23,153,2,2988,1494,1494,5,5,10
3350,AW00014349,Nicole Griffin,45,NEW,2013-09-11,151,1,57,57,57,2,2,0
3351,AW00014350,Emily Moore,45,NEW,2013-09-18,151,1,72,72,72,4,4,0
3352,AW00014351,Riley Gray,45,NEW,2013-03-20,157,1,57,57,57,2,2,0
3353,AW00014352,Melissa Butler,40,NEW,2013-07-10,153,1,86,86,86,2,2,0
3354,AW00014353,Erin Reed,46,NEW,2013-04-05,156,3,129,43,43,8,8,1
3355,AW00014354,Seth Green,46,REGULAR,2013-10-30,150,2,2755,1377,1377,3,3,14
3356,AW00014355,Ian King,47,NEW,2013-05-14,155,2,1804,902,902,3,3,9
3357,AW00014356,Isabella Baker,48,NEW,2013-06-06,154,2,3352,1676,1676,4,4,10
3358,AW00014357,Dalton Collins,53,NEW,2013-06-11,154,2,3337,1668,1668,5,5,10
3359,AW00014358,Amanda Watson,53,NEW,2013-07-29,153,1,46,46,46,4,4,0
3360,AW00014359,Eduardo Henderson,52,NEW,2013-11-14,149,3,256,85,85,8,8,9
3361,AW00014360,Samantha Patterson,62,NEW,2013-10-24,150,1,86,86,86,2,2,0
3362,AW00014361,Franklin Raje,62,NEW,2014-01-06,147,1,107,107,107,3,3,0
3363,AW00014362,Roberto Gill,49,NEW,2013-05-13,155,2,1845,922,922,4,4,9
3364,AW00014363,Natalie Long,47,NEW,2013-11-17,149,3,193,64,64,9,9,7
3365,AW00014364,Mario Rai,48,NEW,2013-06-15,154,2,1893,946,946,4,4,10
3366,AW00014365,Evan Ward,48,NEW,2013-06-27,154,2,1804,902,902,3,3,11
3367,AW00014366,Anna Brooks,50,NEW,2013-06-27,154,2,1897,948,948,4,4,9
3368,AW00014367,Courtney Green,44,NEW,2013-06-09,154,2,1839,919,919,3,3,9
3369,AW00014368,Richard Thompson,50,NEW,2014-01-14,147,1,86,86,86,2,2,0
3370,AW00014369,Devin Sanchez,49,NEW,2013-07-06,153,1,46,46,46,2,2,0
3371,AW00014370,Meghan Dominguez,43,NEW,2013-07-25,153,3,123,41,123,6,6,0
3372,AW00014371,Jeremiah Lewis,49,NEW,2014-01-04,147,3,120,40,40,6,6,10
3373,AW00014372,Kaitlyn Washington,48,NEW,2013-06-11,154,1,24,24,24,2,2,0
3374,AW00014373,Ricardo Jai,43,NEW,2013-06-21,154,1,76,76,76,2,2,0
3375,AW00014374,David Yang,43,NEW,2013-05-31,155,2,3362,1681,1681,5,5,8
3376,AW00014375,Alexandra Moore,45,NEW,2013-07-02,153,1,40,40,40,2,2,0
3377,AW00014376,Faith Torres,77,NEW,2013-07-30,153,1,72,72,72,2,2,0
3378,AW00014377,Paula Ruiz,77,NEW,2013-06-06,154,2,3320,1660,1660,2,2,9
3379,AW00014378,Cory Mehta,71,NEW,2013-06-01,154,2,1808,904,904,5,5,9
3380,AW00014379,Richard Foster,77,NEW,2013-05-31,155,2,1854,927,927,4,4,8
3381,AW00014380,Kaylee Watson,76,NEW,2013-06-25,154,2,3330,1665,1665,3,3,9
3382,AW00014381,Alexa Cooper,65,NEW,2013-06-17,154,2,3330,1665,1665,3,3,9
3383,AW00014382,Darren Blanco,71,NEW,2013-06-12,154,2,3374,1687,1687,5,5,9
3384,AW00014383,Marvin Ferrier,76,NEW,2013-08-11,152,1,57,57,57,2,2,0
3385,AW00014384,Rachel Miller,76,NEW,2013-10-06,150,1,94,94,94,3,3,0
3386,AW00014385,Maria Hall,70,NEW,2013-06-21,154,2,1777,888,888,3,3,8
3387,AW00014386,Marissa Wood,74,NEW,2013-06-23,154,2,1917,958,958,5,5,8
3388,AW00014387,Brittany Hughes,74,NEW,2013-05-02,155,1,898,898,898,4,4,0
3389,AW00014388,Kaylee Rogers,74,NEW,2013-05-28,155,1,81,81,81,3,3,0
3390,AW00014389,Ryan Harris,73,NEW,2013-10-30,150,1,7,7,7,2,2,0
3391,AW00014390,Logan Kumar,73,NEW,2013-11-03,149,1,40,40,40,2,2,0
3392,AW00014391,Jason Long,74,NEW,2013-09-24,151,1,22,22,22,1,1,0
3393,AW00014392,Justin Jackson,73,NEW,2013-07-29,153,2,3295,1647,1647,2,2,9
3394,AW00014393,JosÔö£┬« Perez,68,NEW,2013-09-29,151,1,32,32,32,2,2,0
3395,AW00014394,Jacob Rodriguez,68,NEW,2013-07-22,153,2,3344,1672,1672,4,4,9
3396,AW00014395,Devin Reed,63,NEW,2013-10-17,150,1,96,96,96,3,3,0
3397,AW00014396,Zoe Sanchez,73,NEW,2013-07-17,153,1,77,77,77,3,3,0
3398,AW00014397,Sierra Edwards,73,NEW,2014-01-25,147,1,40,40,40,2,2,0
3399,AW00014398,James Anderson,72,NEW,2013-06-27,154,2,1804,902,902,3,3,8
3400,AW00014399,Jeremy Peterson,67,NEW,2013-04-12,156,1,5,5,5,1,1,0
3401,AW00014400,Brandon Brown,72,NEW,2013-07-14,153,2,3357,1678,1678,5,5,9
3402,AW00014401,Jose Kumar,72,NEW,2013-05-22,155,1,15,15,15,3,3,0
3403,AW00014402,Hailey Parker,72,NEW,2013-12-31,148,1,40,40,40,2,2,0
3404,AW00014403,Angelica Russell,72,NEW,2013-12-13,148,1,7,7,7,2,2,0
3405,AW00014404,Rachel Davis,70,NEW,2013-02-22,158,1,5,5,5,1,1,0
3406,AW00014405,Dylan Walker,71,NEW,2013-09-21,151,1,64,64,64,3,3,0
3407,AW00014406,Carrie Schmidt,65,NEW,2013-06-08,154,2,1850,925,925,5,5,8
3408,AW00014407,Thomas Bryant,71,NEW,2014-01-03,147,1,64,64,64,3,3,0
3409,AW00014408,Jasmine Cook,70,NEW,2013-12-06,148,1,66,66,66,3,3,0
3410,AW00014409,Eric Wang,65,NEW,2013-07-01,153,1,86,86,86,2,2,0
3411,AW00014410,Arianna Brooks,71,NEW,2013-11-26,149,1,57,57,57,2,2,0
3412,AW00014411,Ashley Johnson,70,NEW,2013-07-28,153,2,3360,1680,1680,4,4,9
3413,AW00014412,Nicole Blue,70,NEW,2013-07-06,153,2,3320,1660,1660,2,2,9
3414,AW00014413,Rachel Patterson,70,NEW,2013-06-03,154,2,1889,944,944,4,4,8
3415,AW00014414,Rachel Wilson,69,NEW,2013-06-29,154,2,1793,896,896,5,5,8
3416,AW00014415,William Davis,64,NEW,2013-06-27,154,2,1769,884,884,2,2,8
3417,AW00014416,Madison Flores,69,NEW,2013-05-20,155,1,769,769,769,1,1,0
3418,AW00014417,Ernest Lu,69,NEW,2013-06-16,154,2,1848,924,924,4,4,8
3419,AW00014418,Rebecca Young,63,NEW,2013-06-05,154,2,1928,964,964,3,3,8
3420,AW00014419,Abigail Ward,69,NEW,2013-07-16,153,2,3371,1685,1685,4,4,8
3421,AW00014420,Chloe Wright,52,NEW,2013-07-01,153,2,3320,1660,1660,2,2,8
3422,AW00014421,Hannah Barnes,68,NEW,2013-07-23,153,2,3369,1684,1684,5,5,8
3423,AW00014422,Cara Lu,57,NEW,2013-04-06,156,1,39,39,39,3,3,0
3424,AW00014423,Jill Ruiz,63,NEW,2013-05-15,155,2,142,71,71,9,7,1
3425,AW00014424,Stefanie Raman,52,VIP,2013-09-25,151,3,6999,2333,2333,7,7,18
3426,AW00014425,Victor Carlson,52,VIP,2013-06-11,154,3,8332,2777,2777,6,6,21
3427,AW00014426,Madison Hughes,58,VIP,2013-06-16,154,3,8319,2773,2773,6,6,21
3428,AW00014427,Emmanuel Patel,65,VIP,2013-08-27,152,3,8451,2817,2817,10,9,28
3429,AW00014428,Cassie Andersen,65,VIP,2013-07-13,153,3,8321,2773,2773,5,5,23
3430,AW00014429,Lacey He,65,VIP,2013-08-16,152,3,8394,2798,2798,6,6,29
3431,AW00014430,Sydney Jones,63,NEW,2013-10-02,150,1,31,31,31,2,2,0
3432,AW00014431,Kayla Moore,64,NEW,2014-01-14,147,1,22,22,22,1,1,0
3433,AW00014432,Antonio Russell,87,NEW,2013-09-12,151,1,22,22,22,1,1,0
3434,AW00014433,Jennifer Peterson,88,NEW,2013-07-07,153,2,3342,1671,1671,3,3,8
3435,AW00014434,Sophia Hill,88,NEW,2013-07-05,153,2,3396,1698,1698,4,4,8
3436,AW00014435,Jennifer Wilson,88,NEW,2013-08-12,152,1,81,81,81,3,3,0
3437,AW00014436,John Martin,55,NEW,2013-09-25,151,2,4776,2388,2388,6,6,4
3438,AW00014437,Mitchell Anand,55,NEW,2013-12-18,148,1,22,22,22,1,1,0
3439,AW00014438,Gabrielle Gonzales,50,NEW,2013-07-26,153,2,3352,1676,1676,4,4,8
3440,AW00014439,Brian Cox,55,NEW,2013-07-19,153,2,3312,1656,1656,5,5,8
3441,AW00014440,Jon Tang,55,NEW,2013-07-19,153,2,3367,1683,1683,6,6,9
3442,AW00014441,William Lewis,50,NEW,2013-04-23,156,1,142,142,142,2,2,0
3443,AW00014442,Shelby Peterson,56,NEW,2013-07-17,153,2,3370,1685,1685,5,5,8
3444,AW00014443,Benjamin Wilson,55,NEW,2013-03-21,157,1,22,22,22,1,1,0
3445,AW00014444,Patrick Sanders,56,NEW,2013-06-24,154,1,31,31,31,2,2,0
3446,AW00014445,Benjamin Henderson,55,NEW,2013-04-06,156,1,101,101,101,4,4,0
3447,AW00014446,Jeremiah Johnson,51,NEW,2013-11-22,149,3,146,48,48,6,6,9
3448,AW00014447,Madison Alexander,57,NEW,2013-07-10,153,2,3385,1692,1692,5,5,8
3449,AW00014448,Lauren Butler,51,NEW,2013-07-23,153,2,3370,1685,1685,5,5,8
3450,AW00014449,Logan Jenkins,57,NEW,2013-07-02,153,2,3355,1677,1677,3,3,8
3451,AW00014450,Kevin Butler,51,NEW,2013-05-23,155,1,181,181,181,2,2,0
3452,AW00014451,Tyler Moore,57,NEW,2013-07-11,153,2,3362,1681,1681,5,5,8
3453,AW00014452,Alex Gonzalez,59,NEW,2013-07-08,153,2,3377,1688,1688,4,4,8
3454,AW00014453,Jesse Scott,64,NEW,2013-07-24,153,2,3401,1700,1700,5,5,8
3455,AW00014454,Kayla Anderson,86,NEW,2013-04-02,156,1,32,32,32,2,2,0
3456,AW00014455,Alexandra Mitchell,58,NEW,2013-11-13,149,3,269,89,89,9,8,8
3457,AW00014456,Benjamin Walker,47,NEW,2013-07-01,153,2,3406,1703,1703,4,4,9
3458,AW00014457,Thomas White,58,NEW,2013-07-26,153,2,3359,1679,1679,5,5,8
3459,AW00014458,Jordan Yang,59,NEW,2013-09-14,151,3,134,44,44,6,6,2
3460,AW00014459,Cody Gray,59,NEW,2013-09-14,151,2,4775,2387,2387,6,6,3
3461,AW00014460,Jose Long,58,NEW,2013-12-04,148,1,96,96,96,3,3,0
3462,AW00014461,Chloe Gonzalez,58,NEW,2013-07-13,153,2,3310,1655,1655,4,4,7
3463,AW00014462,Beth Sanz,59,NEW,2013-09-17,151,1,22,22,22,1,1,0
3464,AW00014463,Julia Patterson,53,NEW,2013-03-08,157,1,68,68,68,3,3,0
3465,AW00014464,Elizabeth Price,59,NEW,2013-07-03,153,2,3357,1678,1678,4,4,7
3466,AW00014465,Dakota Patterson,60,NEW,2013-02-08,158,1,7,7,7,2,2,0
3467,AW00014466,Logan Adams,60,NEW,2013-10-13,150,1,91,91,91,3,3,0
3468,AW00014467,Aidan Russell,60,NEW,2013-05-10,155,1,40,40,40,2,2,0
3469,AW00014468,Grace Rivera,60,NEW,2013-02-11,158,1,7,7,7,2,2,0
3470,AW00014469,Angela Bell,60,NEW,2013-03-31,157,1,64,64,64,3,3,0
3471,AW00014470,Jeremy Robinson,54,NEW,2013-07-10,153,2,3382,1691,1691,5,5,7
3472,AW00014471,Gabriel Gonzalez,59,NEW,2013-07-11,153,2,3355,1677,1677,3,3,7
3473,AW00014472,Natalie Diaz,60,NEW,2013-07-27,153,2,3503,1751,1751,5,5,7
3474,AW00014473,Miguel King,54,NEW,2013-07-24,153,2,3414,1707,1707,4,4,7
3475,AW00014474,Jacqueline Murphy,60,NEW,2014-01-28,147,1,7,7,7,2,2,0
3476,AW00014475,Isabella Perry,60,NEW,2013-04-17,156,1,7,7,7,2,2,0
